Offset,Chord,Normal Form,PCsinNormalForm,file,Phrase Boundary,Song Count,Measure Number,Measure Count
0.0,<music21.chord.Chord B-5 B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,1,1,1,1
0.25,<music21.chord.Chord G#5 G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,,1,1,1
0.75,<music21.chord.Chord B-5 B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,,1,1,1
1.0,<music21.chord.Chord F5 F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,,2,1,2
1.5,<music21.chord.Chord B-5 B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,,2,1,2
2.0,<music21.chord.Chord G#5 G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,,3,2,1
2.25,<music21.chord.Chord F5 F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,,3,2,1
2.75,<music21.chord.Chord E-5 E-4>,[0],[3],Children's Corner 113 6 Eb Major.mid,,3,2,1
3.0,<music21.chord.Chord B4 B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,,4,2,2
4.25,<music21.chord.Chord G#4 G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,,5,3,1
4.5,<music21.chord.Chord F4 F3>,[0],[5],Children's Corner 113 6 Eb Major.mid,,5,3,1
4.75,<music21.chord.Chord E-4 E-3>,[0],[3],Children's Corner 113 6 Eb Major.mid,,5,3,1
5.0,<music21.chord.Chord B3 B2>,[0],[11],Children's Corner 113 6 Eb Major.mid,,6,3,2
6.25,<music21.chord.Chord G#3 G#2>,[0],[8],Children's Corner 113 6 Eb Major.mid,,7,4,1
6.5,<music21.chord.Chord F3 F2>,[0],[5],Children's Corner 113 6 Eb Major.mid,,7,4,1
6.75,<music21.chord.Chord E-3 E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,,7,4,1
7.0,<music21.chord.Chord B2 B1>,[0],[11],Children's Corner 113 6 Eb Major.mid,,8,4,2
7.5,<music21.chord.Chord D3 G3 B-1 B-2>,"[0, 3, 7]","[7, 10, 2]",Children's Corner 113 6 Eb Major.mid,2,8,4,2
10.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,1,11,6,1
10.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,11,6,1
11.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,12,6,2
11.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,12,6,2
11.75,<music21.chord.Chord E-3 B-3>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,12,6,2
12.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,13,7,1
12.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,13,7,1
13.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,14,7,2
13.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,14,7,2
14.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,15,8,1
14.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,15,8,1
14.75,<music21.chord.Chord E-3 B-3>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,15,8,1
15.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,16,8,2
15.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,16,8,2
16.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,17,9,1
16.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,17,9,1
17.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,18,9,2
17.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,18,9,2
18.0,<music21.chord.Chord B-4 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,19,10,1
18.125,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,,19,10,1
18.25,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,,19,10,1
18.5,<music21.chord.Chord B3 E-4 G#4 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,,19,10,1
18.625,<music21.chord.Chord G#4 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Children's Corner 113 6 Eb Major.mid,,19,10,1
18.75,<music21.chord.Chord B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,,19,10,1
19.0,<music21.chord.Chord F4 E-2 B-2>,"[0, 2, 7]","[3, 5, 10]",Children's Corner 113 6 Eb Major.mid,,20,10,2
19.5,<music21.chord.Chord B-4 B3 E-4 F3 G#3>,"[0, 2, 5, 7, 8]","[3, 5, 8, 10, 11]",Children's Corner 113 6 Eb Major.mid,,20,10,2
19.625,<music21.chord.Chord B3 E-4>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,,20,10,2
20.0,<music21.chord.Chord G#4 E-2 B-2>,"[0, 2, 7]","[8, 10, 3]",Children's Corner 113 6 Eb Major.mid,,21,11,1
20.125,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,,21,11,1
20.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,,21,11,1
20.5,<music21.chord.Chord B3 F4 F3 G#3>,"[0, 3, 6]","[5, 8, 11]",Children's Corner 113 6 Eb Major.mid,,21,11,1
20.625,<music21.chord.Chord F4 B3>,"[0, 6]","[5, 11]",Children's Corner 113 6 Eb Major.mid,,21,11,1
20.75,<music21.chord.Chord E-4 B3>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,,21,11,1
21.0,<music21.chord.Chord B3 E-2 B-2>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,,22,11,2
21.5,<music21.chord.Chord E-4 B3 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,,22,11,2
21.625,<music21.chord.Chord B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,,22,11,2
22.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,23,12,1
22.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,23,12,1
22.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,23,12,1
22.5,<music21.chord.Chord F3 G3>,"[0, 2]","[5, 7]",Children's Corner 113 6 Eb Major.mid,,23,12,1
22.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,,23,12,1
23.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,24,12,2
23.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,24,12,2
23.5,<music21.chord.Chord E-4 B-4 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,24,12,2
24.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,25,13,1
24.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,25,13,1
24.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,25,13,1
24.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,25,13,1
25.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,26,13,2
25.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,26,13,2
25.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,26,13,2
25.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,26,13,2
26.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,27,14,1
26.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,27,14,1
26.25,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,,27,14,1
26.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,,27,14,1
26.625,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,,27,14,1
26.75,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,27,14,1
27.0,<music21.chord.Chord C4 E-2 B-2>,"[0, 2, 5]","[10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,28,14,2
27.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,,28,14,2
28.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,29,15,1
28.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,29,15,1
28.25,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,,29,15,1
28.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,,29,15,1
28.625,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,,29,15,1
28.75,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,29,15,1
29.0,<music21.chord.Chord B3 E-2 B-2>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,,30,15,2
29.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,,30,15,2
30.0,<music21.chord.Chord B-3 B-2>,[0],[10],Children's Corner 113 6 Eb Major.mid,,31,16,1
30.25,<music21.chord.Chord G3 G2>,[0],[7],Children's Corner 113 6 Eb Major.mid,,31,16,1
30.75,<music21.chord.Chord F3 F2>,[0],[5],Children's Corner 113 6 Eb Major.mid,,31,16,1
31.0,<music21.chord.Chord E-3 E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,,32,16,2
31.5,<music21.chord.Chord D3 D2>,[0],[2],Children's Corner 113 6 Eb Major.mid,,32,16,2
32.0,<music21.chord.Chord C3 C2>,[0],[0],Children's Corner 113 6 Eb Major.mid,,33,17,1
32.5,<music21.chord.Chord G2 G1>,[0],[7],Children's Corner 113 6 Eb Major.mid,,33,17,1
33.0,<music21.chord.Chord C3 C2>,[0],[0],Children's Corner 113 6 Eb Major.mid,,34,17,2
33.5,<music21.chord.Chord D3 D2>,[0],[2],Children's Corner 113 6 Eb Major.mid,2,34,17,2
34.0,<music21.chord.Chord B-4 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,1,35,18,1
34.125,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,,35,18,1
34.25,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,,35,18,1
34.5,<music21.chord.Chord B3 E-4 G#4 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,,35,18,1
34.625,<music21.chord.Chord G#4 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Children's Corner 113 6 Eb Major.mid,,35,18,1
34.75,<music21.chord.Chord B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,,35,18,1
35.0,<music21.chord.Chord F4 E-2 B-2>,"[0, 2, 7]","[3, 5, 10]",Children's Corner 113 6 Eb Major.mid,,36,18,2
35.5,<music21.chord.Chord B-4 B3 E-4 F3 G#3>,"[0, 2, 5, 7, 8]","[3, 5, 8, 10, 11]",Children's Corner 113 6 Eb Major.mid,,36,18,2
35.625,<music21.chord.Chord B3 E-4>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,,36,18,2
36.0,<music21.chord.Chord G#4 E-2 B-2>,"[0, 2, 7]","[8, 10, 3]",Children's Corner 113 6 Eb Major.mid,,37,19,1
36.125,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,,37,19,1
36.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,,37,19,1
36.5,<music21.chord.Chord B3 F4 F3 G#3>,"[0, 3, 6]","[5, 8, 11]",Children's Corner 113 6 Eb Major.mid,,37,19,1
36.625,<music21.chord.Chord F4 B3>,"[0, 6]","[5, 11]",Children's Corner 113 6 Eb Major.mid,,37,19,1
36.75,<music21.chord.Chord E-4 B3>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,,37,19,1
37.0,<music21.chord.Chord B3 E-2 B-2>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,,38,19,2
37.5,<music21.chord.Chord E-4 B3 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,,38,19,2
37.625,<music21.chord.Chord B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,,38,19,2
38.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,39,20,1
38.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,39,20,1
38.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,39,20,1
38.5,<music21.chord.Chord F3 G3>,"[0, 2]","[5, 7]",Children's Corner 113 6 Eb Major.mid,,39,20,1
38.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,,39,20,1
39.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,40,20,2
39.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,40,20,2
39.5,<music21.chord.Chord E-4 B-4 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,40,20,2
40.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,41,21,1
40.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,41,21,1
40.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,41,21,1
40.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,41,21,1
41.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,42,21,2
41.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,42,21,2
41.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,42,21,2
41.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,42,21,2
42.0,<music21.chord.Chord B-3 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,,43,22,1
42.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,43,22,1
42.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,43,22,1
42.5,<music21.chord.Chord C#3 F#3 G#3>,"[0, 2, 7]","[6, 8, 1]",Children's Corner 113 6 Eb Major.mid,,43,22,1
42.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,,43,22,1
43.0,<music21.chord.Chord B-3 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,,44,22,2
43.5,<music21.chord.Chord C#4 C#3 F#3 A3>,"[0, 3, 7]","[6, 9, 1]",Children's Corner 113 6 Eb Major.mid,,44,22,2
44.0,<music21.chord.Chord E-4 F#2 C#3>,"[0, 2, 5]","[1, 3, 6]",Children's Corner 113 6 Eb Major.mid,,45,23,1
44.5,<music21.chord.Chord F4 C#3 F#3 B-3>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Children's Corner 113 6 Eb Major.mid,,45,23,1
45.0,<music21.chord.Chord E-4 F#2 C#3>,"[0, 2, 5]","[1, 3, 6]",Children's Corner 113 6 Eb Major.mid,,46,23,2
45.5,<music21.chord.Chord F#4 C#3 F#3 B3>,"[0, 2, 7]","[11, 1, 6]",Children's Corner 113 6 Eb Major.mid,,46,23,2
46.0,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,,47,24,1
46.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,,47,24,1
46.5,<music21.chord.Chord C#4 E4>,"[0, 3]","[1, 4]",Children's Corner 113 6 Eb Major.mid,,47,24,1
46.75,<music21.chord.Chord G4 C#4 E4>,"[0, 3, 6]","[1, 4, 7]",Children's Corner 113 6 Eb Major.mid,,47,24,1
47.0,<music21.chord.Chord F4 C4 E-4>,"[0, 3, 5]","[0, 3, 5]",Children's Corner 113 6 Eb Major.mid,,48,24,2
47.5,<music21.chord.Chord G4 D5 F3 A3 E-4>,"[0, 1, 3, 5, 7]","[2, 3, 5, 7, 9]",Children's Corner 113 6 Eb Major.mid,,48,24,2
48.0,<music21.chord.Chord D4 B-4 B-2 F3 B-3>,"[0, 4, 7]","[10, 2, 5]",Children's Corner 113 6 Eb Major.mid,,49,25,1
49.0,<music21.chord.Chord B-5 B-6 B-1 B-2>,[0],[10],Children's Corner 113 6 Eb Major.mid,2,50,25,2
50.0,<music21.chord.Chord C4 E-4 G#3 B-3>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,1,51,26,1
50.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,,51,26,1
50.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,51,26,1
50.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,51,26,1
50.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,51,26,1
50.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,,51,26,1
51.0,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,52,26,2
51.5,<music21.chord.Chord C4 E-4 G#4 B-4>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,52,26,2
52.0,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,53,27,1
52.125,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,53,27,1
52.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,53,27,1
52.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,53,27,1
53.0,<music21.chord.Chord B-6 B-5 D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,54,27,2
53.125,<music21.chord.Chord D4 F4 B-6 B-5>,"[0, 4, 7]","[10, 2, 5]",Children's Corner 113 6 Eb Major.mid,,54,27,2
53.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,54,27,2
53.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,54,27,2
54.0,<music21.chord.Chord C4 E-4 G3 B-3>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,55,28,1
54.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,,55,28,1
54.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,55,28,1
54.5,<music21.chord.Chord D4 F4 G4 B-4>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,55,28,1
54.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,55,28,1
54.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,,55,28,1
55.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,56,28,2
55.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,56,28,2
56.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,57,29,1
56.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,57,29,1
56.625,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,,57,29,1
57.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,58,29,2
57.5,<music21.chord.Chord G4 B-4 C5 E-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,58,29,2
58.0,<music21.chord.Chord G#3 C4 E-4 B-2>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,59,30,1
58.25,<music21.chord.Chord G#3 C4 E-4 C3>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,,59,30,1
58.75,<music21.chord.Chord G#3 C4 E-4 D3>,"[0, 4, 6, 7]","[8, 0, 2, 3]",Children's Corner 113 6 Eb Major.mid,,59,30,1
59.0,<music21.chord.Chord G#3 C4 E-4 C3>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,,60,30,2
59.125,<music21.chord.Chord G#3 C4 E-4>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,,60,30,2
59.5,<music21.chord.Chord G#3 C4 E-4 B-2>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,60,30,2
59.625,<music21.chord.Chord G#3 C4 E-4>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,,60,30,2
60.0,<music21.chord.Chord G#3 C4 E-4 B-2>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,61,31,1
60.25,<music21.chord.Chord G#3 C4 E-4 C3>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,,61,31,1
60.75,<music21.chord.Chord G#3 C4 E-4 D3>,"[0, 4, 6, 7]","[8, 0, 2, 3]",Children's Corner 113 6 Eb Major.mid,,61,31,1
61.0,<music21.chord.Chord G#3 C4 E-4 C3>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,,62,31,2
61.125,<music21.chord.Chord G#3 C4 E-4>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,,62,31,2
61.5,<music21.chord.Chord G#3 C4 E-4 B-2>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,62,31,2
61.625,<music21.chord.Chord G#3 C4 E-4>,"[0, 4, 7]","[8, 0, 3]",Children's Corner 113 6 Eb Major.mid,,62,31,2
