offset,Chord,NormalForm,PCsInNormalForm,File,Composer,Measure Number,Measure Beat Number
0,<music21.chord.Chord C4>,[0],[0],Etudes Op299No9 C major ,Czerny,1,1
0.25,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,1,1.25
0.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,1,1.5
0.75,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,1,1.75
1,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,1,2
1.25,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,1,2.25
1.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,1,2.5
1.75,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,1,2.75
2,<music21.chord.Chord C4>,[0],[0],Etudes Op299No9 C major ,Czerny,1,3
2.25,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,1,3.25
2.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,1,3.5
2.75,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,1,3.75
3,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,1,4
3.25,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,1,4.25
3.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,1,4.5
3.75,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,1,4.75
4,<music21.chord.Chord C4 E3 G3>,"[0, 4, 7]","[0, 4, 7]",Etudes Op299No9 C major ,Czerny,2,1
4.25,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,2,1.25
4.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,2,1.5
4.75,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,2,1.75
5,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,2,2
5.25,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,2,2.25
5.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,2,2.5
5.75,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,2,2.75
6,<music21.chord.Chord C4>,[0],[0],Etudes Op299No9 C major ,Czerny,2,3
6.25,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,2,3.25
6.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,2,3.5
6.75,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,2,3.75
7,<music21.chord.Chord G4 E3 G3>,"[0, 3]","[4, 7]",Etudes Op299No9 C major ,Czerny,2,4
7.25,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,2,4.25
7.5,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,2,4.5
7.75,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,2,4.75
8,<music21.chord.Chord D4 F3 A3>,"[0, 3, 7]","[2, 5, 9]",Etudes Op299No9 C major ,Czerny,3,1
8.25,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,3,1.25
8.5,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,3,1.5
8.75,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,3,1.75
9,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,3,2
9.25,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,3,2.25
9.5,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,3,2.5
9.75,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,3,2.75
10,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,3,3
10.25,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,3,3.25
10.5,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,3,3.5
10.75,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,3,3.75
11,<music21.chord.Chord A4 F3 A3>,"[0, 4]","[5, 9]",Etudes Op299No9 C major ,Czerny,3,4
11.25,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,3,4.25
11.5,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,3,4.5
11.75,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,3,4.75
12,<music21.chord.Chord B4 G3 B3>,"[0, 4]","[7, 11]",Etudes Op299No9 C major ,Czerny,4,1
12.25,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,4,1.25
12.5,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,4,1.5
12.75,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,4,1.75
13,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,4,2
13.25,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,4,2.25
13.5,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,4,2.5
13.75,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,4,2.75
14,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,4,3
14.25,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,4,3.25
14.5,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,4,3.5
14.75,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,4,3.75
15,<music21.chord.Chord D5 B3 D4>,"[0, 3]","[11, 2]",Etudes Op299No9 C major ,Czerny,4,4
15.25,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,4,4.25
15.5,<music21.chord.Chord F5>,[0],[5],Etudes Op299No9 C major ,Czerny,4,4.5
15.75,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,4,4.75
16,<music21.chord.Chord E5 C4 E4>,"[0, 4]","[0, 4]",Etudes Op299No9 C major ,Czerny,5,1
16.25,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,5,1.25
16.5,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,5,1.5
16.75,<music21.chord.Chord F5>,[0],[5],Etudes Op299No9 C major ,Czerny,5,1.75
17,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,5,2
17.25,<music21.chord.Chord F5>,[0],[5],Etudes Op299No9 C major ,Czerny,5,2.25
17.5,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,5,2.5
17.75,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,5,2.75
18,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,5,3
18.25,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,5,3.25
18.5,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,5,3.5
18.75,<music21.chord.Chord F5>,[0],[5],Etudes Op299No9 C major ,Czerny,5,3.75
19,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,5,4
19.25,<music21.chord.Chord F5>,[0],[5],Etudes Op299No9 C major ,Czerny,5,4.25
19.5,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,5,4.5
19.75,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,5,4.75
20,<music21.chord.Chord C5 E4 G4>,"[0, 4, 7]","[0, 4, 7]",Etudes Op299No9 C major ,Czerny,6,1
20.25,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,6,1.25
20.5,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,6,1.5
20.75,<music21.chord.Chord F5>,[0],[5],Etudes Op299No9 C major ,Czerny,6,1.75
21,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,6,2
21.25,<music21.chord.Chord F5>,[0],[5],Etudes Op299No9 C major ,Czerny,6,2.25
21.5,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,6,2.5
21.75,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,6,2.75
22,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,6,3
22.25,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,6,3.25
22.5,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,6,3.5
22.75,<music21.chord.Chord F5>,[0],[5],Etudes Op299No9 C major ,Czerny,6,3.75
23,<music21.chord.Chord G5 E4 G4>,"[0, 3]","[4, 7]",Etudes Op299No9 C major ,Czerny,6,4
23.25,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,6,4.25
23.5,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,6,4.5
23.75,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,6,4.75
24,<music21.chord.Chord D5 F4 A4>,"[0, 3, 7]","[2, 5, 9]",Etudes Op299No9 C major ,Czerny,7,1
24.25,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,7,1.25
24.5,<music21.chord.Chord F5>,[0],[5],Etudes Op299No9 C major ,Czerny,7,1.5
24.75,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,7,1.75
25,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,7,2
25.25,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,7,2.25
25.5,<music21.chord.Chord F5>,[0],[5],Etudes Op299No9 C major ,Czerny,7,2.5
25.75,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,7,2.75
26,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,7,3
26.25,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,7,3.25
26.5,<music21.chord.Chord F5>,[0],[5],Etudes Op299No9 C major ,Czerny,7,3.5
26.75,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,7,3.75
27,<music21.chord.Chord A5 F4 A4>,"[0, 4]","[5, 9]",Etudes Op299No9 C major ,Czerny,7,4
27.25,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,7,4.25
27.5,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,7,4.5
27.75,<music21.chord.Chord D6>,[0],[2],Etudes Op299No9 C major ,Czerny,7,4.75
28,<music21.chord.Chord B5 G4 B4>,"[0, 4]","[7, 11]",Etudes Op299No9 C major ,Czerny,8,1
28.25,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,8,1.25
28.5,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,8,1.5
28.75,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,8,1.75
29,<music21.chord.Chord D6>,[0],[2],Etudes Op299No9 C major ,Czerny,8,2
29.25,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,8,2.25
29.5,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,8,2.5
29.75,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,8,2.75
30,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,8,3
30.25,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,8,3.25
30.5,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,8,3.5
30.75,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,8,3.75
31,<music21.chord.Chord D6 G4 B4>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,8,4
31.25,<music21.chord.Chord E6>,[0],[4],Etudes Op299No9 C major ,Czerny,8,4.25
31.5,<music21.chord.Chord F6>,[0],[5],Etudes Op299No9 C major ,Czerny,8,4.5
31.75,<music21.chord.Chord G6>,[0],[7],Etudes Op299No9 C major ,Czerny,8,4.75
32,<music21.chord.Chord C6 E6 C4>,"[0, 4]","[0, 4]",Etudes Op299No9 C major ,Czerny,9,1
32.25,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,9,1.25
32.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,9,1.5
32.75,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,9,1.75
33,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,9,2
33.25,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,9,2.25
33.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,9,2.5
33.75,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,9,2.75
34,<music21.chord.Chord C4>,[0],[0],Etudes Op299No9 C major ,Czerny,9,3
34.25,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,9,3.25
34.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,9,3.5
34.75,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,9,3.75
35,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,9,4
35.25,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,9,4.25
35.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,9,4.5
35.75,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,9,4.75
36,<music21.chord.Chord C6 E6 C4>,"[0, 4]","[0, 4]",Etudes Op299No9 C major ,Czerny,10,1
36.25,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,10,1.25
36.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,10,1.5
36.75,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,10,1.75
37,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,10,2
37.25,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,10,2.25
37.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,10,2.5
37.75,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,10,2.75
38,<music21.chord.Chord C4>,[0],[0],Etudes Op299No9 C major ,Czerny,10,3
38.25,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,10,3.25
38.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,10,3.5
38.75,<music21.chord.Chord F4>,[0],[5],Etudes Op299No9 C major ,Czerny,10,3.75
39,<music21.chord.Chord C6 E6 G4>,"[0, 4, 7]","[0, 4, 7]",Etudes Op299No9 C major ,Czerny,10,4
39.25,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,10,4.25
39.5,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,10,4.5
39.75,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,10,4.75
40,<music21.chord.Chord C6 F#6 D4>,"[0, 2, 6]","[0, 2, 6]",Etudes Op299No9 C major ,Czerny,11,1
40.25,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,11,1.25
40.5,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,11,1.5
40.75,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,11,1.75
41,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,11,2
41.25,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,11,2.25
41.5,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,11,2.5
41.75,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,11,2.75
42,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,11,3
42.25,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,11,3.25
42.5,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,11,3.5
42.75,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,11,3.75
43,<music21.chord.Chord F#5 A5 A4>,"[0, 3]","[6, 9]",Etudes Op299No9 C major ,Czerny,11,4
43.25,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,11,4.25
43.5,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,11,4.5
43.75,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,11,4.75
44,<music21.chord.Chord F#5 D6 D4>,"[0, 4]","[2, 6]",Etudes Op299No9 C major ,Czerny,12,1
44.25,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,12,1.25
44.5,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,12,1.5
44.75,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,12,1.75
45,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,12,2
45.25,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,12,2.25
45.5,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,12,2.5
45.75,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,12,2.75
46,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,12,3
46.25,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,12,3.25
46.5,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,12,3.5
46.75,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,12,3.75
47,<music21.chord.Chord F#5 C6 A4>,"[0, 3, 6]","[6, 9, 0]",Etudes Op299No9 C major ,Czerny,12,4
47.25,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,12,4.25
47.5,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,12,4.5
47.75,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,12,4.75
48,<music21.chord.Chord G5 B5 G4>,"[0, 4]","[7, 11]",Etudes Op299No9 C major ,Czerny,13,1
48.25,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,13,1.25
48.5,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,13,1.5
48.75,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,13,1.75
49,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,13,2
49.25,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,13,2.25
49.5,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,13,2.5
49.75,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,13,2.75
50,<music21.chord.Chord B5 G4>,"[0, 4]","[7, 11]",Etudes Op299No9 C major ,Czerny,13,3
50.25,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,13,3.25
50.5,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,13,3.5
50.75,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,13,3.75
51,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,13,4
51.25,<music21.chord.Chord D6>,[0],[2],Etudes Op299No9 C major ,Czerny,13,4.25
51.5,<music21.chord.Chord E6>,[0],[4],Etudes Op299No9 C major ,Czerny,13,4.5
51.75,<music21.chord.Chord F#6>,[0],[6],Etudes Op299No9 C major ,Czerny,13,4.75
52,<music21.chord.Chord G6 B3 D4 G4>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,14,1
52.25,<music21.chord.Chord A6>,[0],[9],Etudes Op299No9 C major ,Czerny,14,1.25
52.5,<music21.chord.Chord B6>,[0],[11],Etudes Op299No9 C major ,Czerny,14,1.5
52.75,<music21.chord.Chord C7>,[0],[0],Etudes Op299No9 C major ,Czerny,14,1.75
53,<music21.chord.Chord D7>,[0],[2],Etudes Op299No9 C major ,Czerny,14,2
53.25,<music21.chord.Chord C7>,[0],[0],Etudes Op299No9 C major ,Czerny,14,2.25
53.5,<music21.chord.Chord B6>,[0],[11],Etudes Op299No9 C major ,Czerny,14,2.5
53.75,<music21.chord.Chord A6>,[0],[9],Etudes Op299No9 C major ,Czerny,14,2.75
54,<music21.chord.Chord G6>,[0],[7],Etudes Op299No9 C major ,Czerny,14,3
54.25,<music21.chord.Chord F#6>,[0],[6],Etudes Op299No9 C major ,Czerny,14,3.25
54.5,<music21.chord.Chord E6>,[0],[4],Etudes Op299No9 C major ,Czerny,14,3.5
54.75,<music21.chord.Chord D6>,[0],[2],Etudes Op299No9 C major ,Czerny,14,3.75
55,<music21.chord.Chord C6 B3 D4 G4>,"[0, 4, 5, 7]","[7, 11, 0, 2]",Etudes Op299No9 C major ,Czerny,14,4
55.25,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,14,4.25
55.5,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,14,4.5
55.75,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,14,4.75
56,<music21.chord.Chord F#5 A3 C4 D4 F#4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,15,1
56.25,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,15,1.25
56.5,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,15,1.5
56.75,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,15,1.75
57,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,15,2
57.25,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,15,2.25
57.5,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,15,2.5
57.75,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,15,2.75
58,<music21.chord.Chord F#5>,[0],[6],Etudes Op299No9 C major ,Czerny,15,3
58.25,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,15,3.25
58.5,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,15,3.5
58.75,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,15,3.75
59,<music21.chord.Chord B4 A3 C4 D4>,"[0, 2, 3, 5]","[9, 11, 0, 2]",Etudes Op299No9 C major ,Czerny,15,4
59.25,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,15,4.25
59.5,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,15,4.5
59.75,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,15,4.75
60,<music21.chord.Chord A4 F#3 C4>,"[0, 3, 6]","[6, 9, 0]",Etudes Op299No9 C major ,Czerny,16,1
60.25,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,16,1.25
60.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,16,1.5
60.75,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,16,1.75
61,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,16,2
61.25,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,16,2.25
61.5,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,16,2.5
61.75,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,16,2.75
62,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,16,3
62.25,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,16,3.25
62.5,<music21.chord.Chord F#5>,[0],[6],Etudes Op299No9 C major ,Czerny,16,3.5
