offset,Chord,NormalForm,PCsInNormalForm,File,Composer,Measure Number,Measure Beat Number
62.75,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,16,3.75
63,<music21.chord.Chord A5 F#3 A3 D4>,"[0, 4, 7]","[2, 6, 9]",Etudes Op299No9 C major ,Czerny,16,4
63.25,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,16,4.25
63.5,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,16,4.5
63.75,<music21.chord.Chord D6>,[0],[2],Etudes Op299No9 C major ,Czerny,16,4.75
64,<music21.chord.Chord B5 G3 B3 D4>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,17,1
64.25,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,17,1.25
64.5,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,17,1.5
64.75,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,17,1.75
65,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,17,2
65.25,<music21.chord.Chord D6>,[0],[2],Etudes Op299No9 C major ,Czerny,17,2.25
65.5,<music21.chord.Chord E6>,[0],[4],Etudes Op299No9 C major ,Czerny,17,2.5
65.75,<music21.chord.Chord F#6>,[0],[6],Etudes Op299No9 C major ,Czerny,17,2.75
66,<music21.chord.Chord G6>,[0],[7],Etudes Op299No9 C major ,Czerny,17,3
66.25,<music21.chord.Chord D6>,[0],[2],Etudes Op299No9 C major ,Czerny,17,3.25
66.5,<music21.chord.Chord E6>,[0],[4],Etudes Op299No9 C major ,Czerny,17,3.5
66.75,<music21.chord.Chord F#6>,[0],[6],Etudes Op299No9 C major ,Czerny,17,3.75
67,<music21.chord.Chord G6>,[0],[7],Etudes Op299No9 C major ,Czerny,17,4
67.25,<music21.chord.Chord D6>,[0],[2],Etudes Op299No9 C major ,Czerny,17,4.25
67.5,<music21.chord.Chord E6>,[0],[4],Etudes Op299No9 C major ,Czerny,17,4.5
67.75,<music21.chord.Chord F#6>,[0],[6],Etudes Op299No9 C major ,Czerny,17,4.75
68,<music21.chord.Chord G6 B2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,18,1
68.25,<music21.chord.Chord A6 B2 D3 G3>,"[0, 2, 4, 7]","[7, 9, 11, 2]",Etudes Op299No9 C major ,Czerny,18,1.25
68.375,<music21.chord.Chord A6>,[0],[9],Etudes Op299No9 C major ,Czerny,18,1.375
68.5,<music21.chord.Chord B6>,[0],[11],Etudes Op299No9 C major ,Czerny,18,1.5
68.75,<music21.chord.Chord C7>,[0],[0],Etudes Op299No9 C major ,Czerny,18,1.75
69,<music21.chord.Chord D7>,[0],[2],Etudes Op299No9 C major ,Czerny,18,2
69.25,<music21.chord.Chord C7>,[0],[0],Etudes Op299No9 C major ,Czerny,18,2.25
69.5,<music21.chord.Chord B6>,[0],[11],Etudes Op299No9 C major ,Czerny,18,2.5
69.75,<music21.chord.Chord A6>,[0],[9],Etudes Op299No9 C major ,Czerny,18,2.75
70,<music21.chord.Chord G6>,[0],[7],Etudes Op299No9 C major ,Czerny,18,3
70.25,<music21.chord.Chord F#6>,[0],[6],Etudes Op299No9 C major ,Czerny,18,3.25
70.5,<music21.chord.Chord E6>,[0],[4],Etudes Op299No9 C major ,Czerny,18,3.5
70.75,<music21.chord.Chord D6>,[0],[2],Etudes Op299No9 C major ,Czerny,18,3.75
71,<music21.chord.Chord C6 B2 D3 G3>,"[0, 4, 5, 7]","[7, 11, 0, 2]",Etudes Op299No9 C major ,Czerny,18,4
71.25,<music21.chord.Chord B5 B2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,18,4.25
71.375,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,18,4.375
71.5,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,18,4.5
71.75,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,18,4.75
72,<music21.chord.Chord F#5 A2 C3 D3 F#3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,19,1
72.25,<music21.chord.Chord G5 A2 C3 D3 F#3>,"[0, 1, 3, 6, 8]","[6, 7, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,19,1.25
72.375,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,19,1.375
72.5,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,19,1.5
72.75,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,19,1.75
73,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,19,2
73.25,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,19,2.25
73.5,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,19,2.5
73.75,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,19,2.75
74,<music21.chord.Chord F#5>,[0],[6],Etudes Op299No9 C major ,Czerny,19,3
74.25,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,19,3.25
74.5,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,19,3.5
74.75,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,19,3.75
75,<music21.chord.Chord B4 A2 C3 D3 F#3>,"[0, 3, 5, 6, 8]","[6, 9, 11, 0, 2]",Etudes Op299No9 C major ,Czerny,19,4
75.25,<music21.chord.Chord A4 A2 C3 D3 F#3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,19,4.25
75.375,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,19,4.375
75.5,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,19,4.5
75.75,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,19,4.75
76,<music21.chord.Chord A4 F#2 A2 C3 D3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,20,1
76.25,<music21.chord.Chord D4 F#2 A2 C3 D3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,20,1.25
76.375,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,20,1.375
76.5,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,20,1.5
76.75,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,20,1.75
77,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,20,2
77.25,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,20,2.25
77.5,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,20,2.5
77.75,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,20,2.75
78,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,20,3
78.25,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,20,3.25
78.5,<music21.chord.Chord F#5>,[0],[6],Etudes Op299No9 C major ,Czerny,20,3.5
78.75,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,20,3.75
79,<music21.chord.Chord A5 F#2 A2 C3 D3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,20,4
79.25,<music21.chord.Chord B5 F#2 A2 C3 D3>,"[0, 3, 5, 6, 8]","[6, 9, 11, 0, 2]",Etudes Op299No9 C major ,Czerny,20,4.25
79.375,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,20,4.375
79.5,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,20,4.5
79.75,<music21.chord.Chord D6>,[0],[2],Etudes Op299No9 C major ,Czerny,20,4.75
80,<music21.chord.Chord B5 G2>,"[0, 4]","[7, 11]",Etudes Op299No9 C major ,Czerny,21,1
80.25,<music21.chord.Chord A2>,[0],[9],Etudes Op299No9 C major ,Czerny,21,1.25
80.5,<music21.chord.Chord B2>,[0],[11],Etudes Op299No9 C major ,Czerny,21,1.5
80.75,<music21.chord.Chord C3>,[0],[0],Etudes Op299No9 C major ,Czerny,21,1.75
81,<music21.chord.Chord D3>,[0],[2],Etudes Op299No9 C major ,Czerny,21,2
81.25,<music21.chord.Chord E3>,[0],[4],Etudes Op299No9 C major ,Czerny,21,2.25
81.5,<music21.chord.Chord F#3>,[0],[6],Etudes Op299No9 C major ,Czerny,21,2.5
81.75,<music21.chord.Chord G3>,[0],[7],Etudes Op299No9 C major ,Czerny,21,2.75
82,<music21.chord.Chord G2>,[0],[7],Etudes Op299No9 C major ,Czerny,21,3
82.25,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,21,3.25
82.5,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,21,3.5
82.75,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,21,3.75
83,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,21,4
83.25,<music21.chord.Chord F#5>,[0],[6],Etudes Op299No9 C major ,Czerny,21,4.25
83.5,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,21,4.5
83.75,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,21,4.75
84,<music21.chord.Chord B5 G3>,"[0, 4]","[7, 11]",Etudes Op299No9 C major ,Czerny,22,1
84.25,<music21.chord.Chord A3>,[0],[9],Etudes Op299No9 C major ,Czerny,22,1.25
84.5,<music21.chord.Chord B3>,[0],[11],Etudes Op299No9 C major ,Czerny,22,1.5
84.75,<music21.chord.Chord C4>,[0],[0],Etudes Op299No9 C major ,Czerny,22,1.75
85,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,22,2
85.25,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,22,2.25
85.5,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,22,2.5
85.75,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,22,2.75
86,<music21.chord.Chord B5 G3>,"[0, 4]","[7, 11]",Etudes Op299No9 C major ,Czerny,22,3
86.25,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,22,3.25
86.5,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,22,3.5
86.75,<music21.chord.Chord F#5>,[0],[6],Etudes Op299No9 C major ,Czerny,22,3.75
87,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,22,4
87.25,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,22,4.25
87.5,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,22,4.5
87.75,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,22,4.75
88,<music21.chord.Chord C5 A2>,"[0, 3]","[9, 0]",Etudes Op299No9 C major ,Czerny,23,1
88.25,<music21.chord.Chord B2>,[0],[11],Etudes Op299No9 C major ,Czerny,23,1.25
88.5,<music21.chord.Chord C3>,[0],[0],Etudes Op299No9 C major ,Czerny,23,1.5
88.75,<music21.chord.Chord D3>,[0],[2],Etudes Op299No9 C major ,Czerny,23,1.75
89,<music21.chord.Chord E3>,[0],[4],Etudes Op299No9 C major ,Czerny,23,2
89.25,<music21.chord.Chord F#3>,[0],[6],Etudes Op299No9 C major ,Czerny,23,2.25
89.5,<music21.chord.Chord G3>,[0],[7],Etudes Op299No9 C major ,Czerny,23,2.5
89.75,<music21.chord.Chord A3>,[0],[9],Etudes Op299No9 C major ,Czerny,23,2.75
90,<music21.chord.Chord A2>,[0],[9],Etudes Op299No9 C major ,Czerny,23,3
90.25,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,23,3.25
90.5,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,23,3.5
90.75,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,23,3.75
91,<music21.chord.Chord F#5>,[0],[6],Etudes Op299No9 C major ,Czerny,23,4
91.25,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,23,4.25
91.5,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,23,4.5
91.75,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,23,4.75
92,<music21.chord.Chord C6 A3>,"[0, 3]","[9, 0]",Etudes Op299No9 C major ,Czerny,24,1
92.25,<music21.chord.Chord B3>,[0],[11],Etudes Op299No9 C major ,Czerny,24,1.25
92.5,<music21.chord.Chord C4>,[0],[0],Etudes Op299No9 C major ,Czerny,24,1.5
92.75,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,24,1.75
93,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,24,2
93.25,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,24,2.25
93.5,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,24,2.5
93.75,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,24,2.75
94,<music21.chord.Chord C6 A3>,"[0, 3]","[9, 0]",Etudes Op299No9 C major ,Czerny,24,3
94.25,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,24,3.25
94.5,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,24,3.5
94.75,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,24,3.75
95,<music21.chord.Chord F#5>,[0],[6],Etudes Op299No9 C major ,Czerny,24,4
95.25,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,24,4.25
95.5,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,24,4.5
95.75,<music21.chord.Chord C5>,[0],[0],Etudes Op299No9 C major ,Czerny,24,4.75
96,<music21.chord.Chord D5 B2>,"[0, 3]","[11, 2]",Etudes Op299No9 C major ,Czerny,25,1
96.25,<music21.chord.Chord C3>,[0],[0],Etudes Op299No9 C major ,Czerny,25,1.25
96.5,<music21.chord.Chord D3>,[0],[2],Etudes Op299No9 C major ,Czerny,25,1.5
96.75,<music21.chord.Chord E3>,[0],[4],Etudes Op299No9 C major ,Czerny,25,1.75
97,<music21.chord.Chord F#3>,[0],[6],Etudes Op299No9 C major ,Czerny,25,2
97.25,<music21.chord.Chord G3>,[0],[7],Etudes Op299No9 C major ,Czerny,25,2.25
97.5,<music21.chord.Chord A3>,[0],[9],Etudes Op299No9 C major ,Czerny,25,2.5
97.75,<music21.chord.Chord B3>,[0],[11],Etudes Op299No9 C major ,Czerny,25,2.75
98,<music21.chord.Chord B2>,[0],[11],Etudes Op299No9 C major ,Czerny,25,3
98.25,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,25,3.25
98.5,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,25,3.5
98.75,<music21.chord.Chord F#5>,[0],[6],Etudes Op299No9 C major ,Czerny,25,3.75
99,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,25,4
99.25,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,25,4.25
99.5,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,25,4.5
99.75,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,25,4.75
100,<music21.chord.Chord D6 B3>,"[0, 3]","[11, 2]",Etudes Op299No9 C major ,Czerny,26,1
100.25,<music21.chord.Chord C4>,[0],[0],Etudes Op299No9 C major ,Czerny,26,1.25
100.5,<music21.chord.Chord D4>,[0],[2],Etudes Op299No9 C major ,Czerny,26,1.5
100.75,<music21.chord.Chord E4>,[0],[4],Etudes Op299No9 C major ,Czerny,26,1.75
101,<music21.chord.Chord F#4>,[0],[6],Etudes Op299No9 C major ,Czerny,26,2
101.25,<music21.chord.Chord G4>,[0],[7],Etudes Op299No9 C major ,Czerny,26,2.25
101.5,<music21.chord.Chord A4>,[0],[9],Etudes Op299No9 C major ,Czerny,26,2.5
101.75,<music21.chord.Chord B4>,[0],[11],Etudes Op299No9 C major ,Czerny,26,2.75
102,<music21.chord.Chord D6 B3>,"[0, 3]","[11, 2]",Etudes Op299No9 C major ,Czerny,26,3
102.25,<music21.chord.Chord C6>,[0],[0],Etudes Op299No9 C major ,Czerny,26,3.25
102.5,<music21.chord.Chord B5>,[0],[11],Etudes Op299No9 C major ,Czerny,26,3.5
102.75,<music21.chord.Chord A5>,[0],[9],Etudes Op299No9 C major ,Czerny,26,3.75
103,<music21.chord.Chord G5>,[0],[7],Etudes Op299No9 C major ,Czerny,26,4
103.25,<music21.chord.Chord F#5>,[0],[6],Etudes Op299No9 C major ,Czerny,26,4.25
103.5,<music21.chord.Chord E5>,[0],[4],Etudes Op299No9 C major ,Czerny,26,4.5
103.75,<music21.chord.Chord D5>,[0],[2],Etudes Op299No9 C major ,Czerny,26,4.75
104,<music21.chord.Chord E5 C4 G4>,"[0, 4, 7]","[0, 4, 7]",Etudes Op299No9 C major ,Czerny,27,1
104.25,<music21.chord.Chord F#5 C4 G4>,"[0, 1, 6]","[6, 7, 0]",Etudes Op299No9 C major ,Czerny,27,1.25
104.5,<music21.chord.Chord G5 C4 G4>,"[0, 5]","[7, 0]",Etudes Op299No9 C major ,Czerny,27,1.5
104.75,<music21.chord.Chord A5 C4 G4>,"[0, 2, 5]","[7, 9, 0]",Etudes Op299No9 C major ,Czerny,27,1.75
105,<music21.chord.Chord B5 C4 G4>,"[0, 4, 5]","[7, 11, 0]",Etudes Op299No9 C major ,Czerny,27,2
105.25,<music21.chord.Chord C6 C4 G4>,"[0, 5]","[7, 0]",Etudes Op299No9 C major ,Czerny,27,2.25
105.5,<music21.chord.Chord D6 C4 G4>,"[0, 2, 7]","[0, 2, 7]",Etudes Op299No9 C major ,Czerny,27,2.5
105.75,<music21.chord.Chord E6 C4 G4>,"[0, 4, 7]","[0, 4, 7]",Etudes Op299No9 C major ,Czerny,27,2.75
105.875,<music21.chord.Chord E6>,[0],[4],Etudes Op299No9 C major ,Czerny,27,2.875
106,<music21.chord.Chord F#6 C4 D4 A4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,27,3
106.25,<music21.chord.Chord E6 C4 D4 A4>,"[0, 3, 5, 7]","[9, 0, 2, 4]",Etudes Op299No9 C major ,Czerny,27,3.25
106.5,<music21.chord.Chord D6 C4 D4 A4>,"[0, 3, 5]","[9, 0, 2]",Etudes Op299No9 C major ,Czerny,27,3.5
106.75,<music21.chord.Chord C6 C4 D4 A4>,"[0, 3, 5]","[9, 0, 2]",Etudes Op299No9 C major ,Czerny,27,3.75
107,<music21.chord.Chord B5 C4 D4 A4>,"[0, 2, 3, 5]","[9, 11, 0, 2]",Etudes Op299No9 C major ,Czerny,27,4
107.25,<music21.chord.Chord A5 C4 D4 A4>,"[0, 3, 5]","[9, 0, 2]",Etudes Op299No9 C major ,Czerny,27,4.25
107.5,<music21.chord.Chord G5 C4 D4 A4>,"[0, 2, 5, 7]","[7, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,27,4.5
107.75,<music21.chord.Chord F#5 C4 D4 A4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,27,4.75
107.875,<music21.chord.Chord F#5>,[0],[6],Etudes Op299No9 C major ,Czerny,27,4.875
108,<music21.chord.Chord G5 B3 D4 G4>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,28,1
108.25,<music21.chord.Chord A5 B3 D4 G4>,"[0, 2, 4, 7]","[7, 9, 11, 2]",Etudes Op299No9 C major ,Czerny,28,1.25
108.5,<music21.chord.Chord B5 B3 D4 G4>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,28,1.5
108.75,<music21.chord.Chord C6 B3 D4 G4>,"[0, 4, 5, 7]","[7, 11, 0, 2]",Etudes Op299No9 C major ,Czerny,28,1.75
109,<music21.chord.Chord D6 B3 D4 G4>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,28,2
109.25,<music21.chord.Chord E6 B3 D4 G4>,"[0, 3, 5, 8]","[11, 2, 4, 7]",Etudes Op299No9 C major ,Czerny,28,2.25
109.5,<music21.chord.Chord F#6 B3 D4 G4>,"[0, 1, 5, 8]","[6, 7, 11, 2]",Etudes Op299No9 C major ,Czerny,28,2.5
109.75,<music21.chord.Chord G6 B3 D4 G4>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,28,2.75
110,<music21.chord.Chord A6 A3 C4 D4 F#4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,28,3
110.25,<music21.chord.Chord G6 A3 C4 D4 F#4>,"[0, 1, 3, 6, 8]","[6, 7, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,28,3.25
110.5,<music21.chord.Chord F#6 A3 C4 D4 F#4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,28,3.5
110.75,<music21.chord.Chord E6 A3 C4 D4 F#4>,"[0, 2, 4, 6, 9]","[0, 2, 4, 6, 9]",Etudes Op299No9 C major ,Czerny,28,3.75
111,<music21.chord.Chord D6 A3 C4 D4 F#4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,28,4
111.25,<music21.chord.Chord C6 A3 C4 D4 F#4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,28,4.25
111.5,<music21.chord.Chord B5 A3 C4 D4 F#4>,"[0, 3, 5, 6, 8]","[6, 9, 11, 0, 2]",Etudes Op299No9 C major ,Czerny,28,4.5
111.75,<music21.chord.Chord A5 A3 C4 D4 F#4>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Etudes Op299No9 C major ,Czerny,28,4.75
112,<music21.chord.Chord B5 G3 B3 D4 G4>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,29,1
112.25,<music21.chord.Chord B6>,[0],[11],Etudes Op299No9 C major ,Czerny,29,1.25
112.5,<music21.chord.Chord A6>,[0],[9],Etudes Op299No9 C major ,Czerny,29,1.5
112.75,<music21.chord.Chord G6>,[0],[7],Etudes Op299No9 C major ,Czerny,29,1.75
113,<music21.chord.Chord F#6>,[0],[6],Etudes Op299No9 C major ,Czerny,29,2
113.25,<music21.chord.Chord E6>,[0],[4],Etudes Op299No9 C major ,Czerny,29,2.25
113.5,<music21.chord.Chord D6 B-4>,"[0, 4]","[10, 2]",Etudes Op299No9 C major ,Czerny,29,2.5
113.75,<music21.chord.Chord C#6 B-4>,"[0, 3]","[10, 1]",Etudes Op299No9 C major ,Czerny,29,2.75
114,<music21.chord.Chord D6 G4 B4>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,29,3
114.25,<music21.chord.Chord B6>,[0],[11],Etudes Op299No9 C major ,Czerny,29,3.25
114.5,<music21.chord.Chord A6>,[0],[9],Etudes Op299No9 C major ,Czerny,29,3.5
114.75,<music21.chord.Chord G6>,[0],[7],Etudes Op299No9 C major ,Czerny,29,3.75
115,<music21.chord.Chord F#6>,[0],[6],Etudes Op299No9 C major ,Czerny,29,4
115.25,<music21.chord.Chord E6>,[0],[4],Etudes Op299No9 C major ,Czerny,29,4.25
115.5,<music21.chord.Chord D6 B-4>,"[0, 4]","[10, 2]",Etudes Op299No9 C major ,Czerny,29,4.5
115.75,<music21.chord.Chord C#6 B-4>,"[0, 3]","[10, 1]",Etudes Op299No9 C major ,Czerny,29,4.75
116,<music21.chord.Chord D6 G4 B4>,"[0, 4, 7]","[7, 11, 2]",Etudes Op299No9 C major ,Czerny,30,1
116.25,<music21.chord.Chord B6>,[0],[11],Etudes Op299No9 C major ,Czerny,30,1.25
116.5,<music21.chord.Chord A6>,[0],[9],Etudes Op299No9 C major ,Czerny,30,1.5
116.75,<music21.chord.Chord G6>,[0],[7],Etudes Op299No9 C major ,Czerny,30,1.75
117,<music21.chord.Chord F#6>,[0],[6],Etudes Op299No9 C major ,Czerny,30,2
117.25,<music21.chord.Chord E6>,[0],[4],Etudes Op299No9 C major ,Czerny,30,2.25
117.5,<music21.chord.Chord D6>,[0],[2],Etudes Op299No9 C major ,Czerny,30,2.5
117.75,<music21.chord.Chord C#6>,[0],[1],Etudes Op299No9 C major ,Czerny,30,2.75
118,<music21.chord.Chord E6 D4 F#4 C5>,"[0, 2, 4, 6]","[0, 2, 4, 6]",Etudes Op299No9 C major ,Czerny,30,3
118.25,<music21.chord.Chord D6 D4 F#4 C5>,"[0, 2, 6]","[0, 2, 6]",Etudes Op299No9 C major ,Czerny,30,3.25
118.5,<music21.chord.Chord C6 D4 F#4 C5>,"[0, 2, 6]","[0, 2, 6]",Etudes Op299No9 C major ,Czerny,30,3.5
118.75,<music21.chord.Chord B5 D4 F#4 C5>,"[0, 1, 3, 7]","[11, 0, 2, 6]",Etudes Op299No9 C major ,Czerny,30,3.75
