Offset,Chord,Normal Form,PCsinNormalForm,file,Phrase Boundary,Measure Number,Measure Count
100.5,<music21.chord.Chord B-3 C#4 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,51,1.5
100.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,51,1.625
101.0,<music21.chord.Chord F2 C#3>,"[0, 4]","[1, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,51,2.0
101.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,51,2.125
101.5,<music21.chord.Chord E-2 C#3>,"[0, 2]","[1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,51,2.5
101.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,51,2.625
102.0,<music21.chord.Chord C#2 C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,52,1.0
102.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,52,1.125
102.875,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,52,1.875
103.0,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,52,2.0
103.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,52,2.125
104.5,<music21.chord.Chord F#2>,[0],[6],Children's Corner 113 6 Eb Major.mid,Debussy,53,1.5
105.0,<music21.chord.Chord F2>,[0],[5],Children's Corner 113 6 Eb Major.mid,Debussy,53,2.0
105.5,<music21.chord.Chord E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,Debussy,53,2.5
106.0,<music21.chord.Chord C#2>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,54,1.0
106.5,<music21.chord.Chord B1>,[0],[11],Children's Corner 113 6 Eb Major.mid,Debussy,54,1.5
106.875,<music21.chord.Chord C3>,[0],[0],Children's Corner 113 6 Eb Major.mid,Debussy,54,1.875
107.0,<music21.chord.Chord B2 C#3 B-1>,"[0, 1, 3]","[10, 11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,54,2.0
107.5,<music21.chord.Chord G#1>,[0],[8],Children's Corner 113 6 Eb Major.mid,Debussy,54,2.5
108.0,<music21.chord.Chord C#3 F#2>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,55,1.0
108.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,55,1.125
108.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,55,1.375
108.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,55,1.5
108.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,55,1.625
109.0,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,55,2.0
109.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,55,2.125
109.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,55,2.375
109.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,55,2.5
109.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,55,2.625
110.0,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,56,1.0
110.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,56,1.125
110.375,<music21.chord.Chord G3 C#3>,"[0, 6]","[1, 7]",Children's Corner 113 6 Eb Major.mid,Debussy,56,1.375
110.5,<music21.chord.Chord G#3 B3 C#3>,"[0, 3, 5]","[8, 11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,56,1.5
110.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,56,1.625
111.0,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,56,2.0
111.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,56,2.125
111.375,<music21.chord.Chord G#3 C#3>,"[0, 5]","[8, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,56,2.375
111.5,<music21.chord.Chord A3 C4 F4 C#3>,"[0, 4, 7, 8]","[5, 9, 0, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,56,2.5
111.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,56,2.625
111.875,<music21.chord.Chord E-3 C#3>,"[0, 2]","[1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,56,2.875
112.0,<music21.chord.Chord C#3 F#2>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,57,1.0
112.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,57,1.125
112.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,57,1.375
112.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,57,1.5
112.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,57,1.625
113.0,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,57,2.0
113.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,57,2.125
113.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,57,2.375
113.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,57,2.5
113.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,57,2.625
114.0,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,58,1.0
114.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,58,1.125
114.375,<music21.chord.Chord G3 C#3>,"[0, 6]","[1, 7]",Children's Corner 113 6 Eb Major.mid,Debussy,58,1.375
114.5,<music21.chord.Chord G#3 B3 C#3>,"[0, 3, 5]","[8, 11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,58,1.5
114.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,58,1.625
115.0,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,58,2.0
115.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,58,2.125
115.375,<music21.chord.Chord G#3 C#3>,"[0, 5]","[8, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,58,2.375
115.5,<music21.chord.Chord A3 C4 F4 C#3>,"[0, 4, 7, 8]","[5, 9, 0, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,58,2.5
115.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,58,2.625
116.0,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,59,1.0
116.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,59,1.375
116.5,<music21.chord.Chord B-3 C#4 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,59,1.5
116.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,59,1.625
117.0,<music21.chord.Chord F2 C#3>,"[0, 4]","[1, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,59,2.0
117.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,59,2.125
117.5,<music21.chord.Chord E-2 C#3>,"[0, 2]","[1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,59,2.5
117.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,59,2.625
118.0,<music21.chord.Chord C#2 C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,60,1.0
118.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,Debussy,60,1.125
120.5,<music21.chord.Chord E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,Debussy,61,1.5
121.0,<music21.chord.Chord A3 F2>,"[0, 4]","[5, 9]",Children's Corner 113 6 Eb Major.mid,Debussy,61,2.0
121.5,<music21.chord.Chord A3 F#2>,"[0, 3]","[6, 9]",Children's Corner 113 6 Eb Major.mid,Debussy,61,2.5
122.0,<music21.chord.Chord F4 A3 A2>,"[0, 4]","[5, 9]",Children's Corner 113 6 Eb Major.mid,Debussy,62,1.0
122.5,<music21.chord.Chord A3 F4 B-2>,"[0, 4, 5]","[5, 9, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,62,1.5
123.0,<music21.chord.Chord A3 F4 B2>,"[0, 4, 6]","[5, 9, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,62,2.0
123.5,<music21.chord.Chord B-3 E4 C3>,"[0, 2, 6]","[10, 0, 4]",Children's Corner 113 6 Eb Major.mid,Debussy,62,2.5
124.0,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,63,1.0
124.375,<music21.chord.Chord D5 B3 E-4 G#2 C#3>,"[0, 3, 5, 6, 7]","[8, 11, 1, 2, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,63,1.375
124.5,<music21.chord.Chord B4 E-5 B3 E-4 G#3 F4 G#2 C#3>,"[0, 2, 4, 6, 9]","[11, 1, 3, 5, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,63,1.5
124.625,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,63,1.625
124.875,<music21.chord.Chord C5 B3 E-4 G#2 C#3>,"[0, 3, 4, 5, 7]","[8, 11, 0, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,63,1.875
125.0,<music21.chord.Chord B4 C#5 B3 E-4 G#3 F4 G#2 C#3>,"[0, 2, 4, 6, 9]","[11, 1, 3, 5, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,63,2.0
125.125,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,63,2.125
125.375,<music21.chord.Chord D5 B3 E-4 G#2 C#3>,"[0, 3, 5, 6, 7]","[8, 11, 1, 2, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,63,2.375
125.5,<music21.chord.Chord B4 E-5 B3 E-4 G#3 F4 G#2 C#3>,"[0, 2, 4, 6, 9]","[11, 1, 3, 5, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,63,2.5
125.625,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,63,2.625
126.375,<music21.chord.Chord D5>,[0],[2],Children's Corner 113 6 Eb Major.mid,Debussy,64,1.375
126.5,<music21.chord.Chord B4 E-5 G#3 B3 F4>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,64,1.5
126.875,<music21.chord.Chord C5>,[0],[0],Children's Corner 113 6 Eb Major.mid,Debussy,64,1.875
127.0,<music21.chord.Chord B4 C#5 G#3 B3 F4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,64,2.0
127.375,<music21.chord.Chord D5>,[0],[2],Children's Corner 113 6 Eb Major.mid,Debussy,64,2.375
127.5,<music21.chord.Chord B4 E-5 G#3 B3 F4>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,64,2.5
129.0,<music21.chord.Chord A3>,[0],[9],Children's Corner 113 6 Eb Major.mid,Debussy,65,2.0
130.0,<music21.chord.Chord F4 A3 C#3>,"[0, 4, 8]","[1, 5, 9]",Children's Corner 113 6 Eb Major.mid,Debussy,66,1.0
131.5,<music21.chord.Chord E4 A3 C#3>,"[0, 4, 7]","[9, 1, 4]",Children's Corner 113 6 Eb Major.mid,Debussy,66,2.5
132.0,<music21.chord.Chord B-3 E-4 F#2 C#3>,"[0, 3, 5, 8]","[10, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,67,1.0
132.375,<music21.chord.Chord D5 B-3 E-4 C#3 F#2>,"[0, 3, 4, 5, 8]","[10, 1, 2, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,67,1.375
132.5,<music21.chord.Chord B-4 E-5 B-3 E-4 C#4 F#4 C#3 F#2>,"[0, 3, 5, 8]","[10, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,67,1.5
132.625,<music21.chord.Chord B-3 E-4 C#3 F#2>,"[0, 3, 5, 8]","[10, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,67,1.625
132.875,<music21.chord.Chord C5 B-3 E-4 C#3 F#2>,"[0, 2, 3, 5, 8]","[10, 0, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,67,1.875
133.0,<music21.chord.Chord B-4 C#5 B-3 E-4 C#4 F#4 C#3 F#2>,"[0, 3, 5, 8]","[10, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,67,2.0
133.125,<music21.chord.Chord B-3 E-4 C#3 F#2>,"[0, 3, 5, 8]","[10, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,67,2.125
133.375,<music21.chord.Chord D5 B-3 E-4 C#3 F#2>,"[0, 3, 4, 5, 8]","[10, 1, 2, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,67,2.375
133.5,<music21.chord.Chord B-4 E-5 B-3 E-4 C#4 F#4 C#3 F#2>,"[0, 3, 5, 8]","[10, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,67,2.5
133.625,<music21.chord.Chord B-3 E-4 C#3 F#2>,"[0, 3, 5, 8]","[10, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,67,2.625
134.375,<music21.chord.Chord D5>,[0],[2],Children's Corner 113 6 Eb Major.mid,Debussy,68,1.375
134.5,<music21.chord.Chord B-4 E-5 B-3 C#4 F#4>,"[0, 3, 5, 8]","[10, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,68,1.5
134.875,<music21.chord.Chord C5>,[0],[0],Children's Corner 113 6 Eb Major.mid,Debussy,68,1.875
135.0,<music21.chord.Chord B-4 C#5 B-3 C#4 F#4>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,68,2.0
135.375,<music21.chord.Chord D5>,[0],[2],Children's Corner 113 6 Eb Major.mid,Debussy,68,2.375
135.5,<music21.chord.Chord B-4 E-5 B-3 C#4 F#4>,"[0, 3, 5, 8]","[10, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,68,2.5
137.0,<music21.chord.Chord A4 A3>,[0],[9],Children's Corner 113 6 Eb Major.mid,Debussy,69,2.0
138.0,<music21.chord.Chord F5 F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,Debussy,70,1.0
138.5,<music21.chord.Chord G#5 G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,Debussy,70,1.5
139.5,<music21.chord.Chord F#5 F#4>,[0],[6],Children's Corner 113 6 Eb Major.mid,Debussy,70,2.5
140.0,<music21.chord.Chord E-5 B-4 C#3>,"[0, 3, 5]","[10, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,71,1.0
140.25,<music21.chord.Chord F#5 B-4 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,71,1.25
140.5,<music21.chord.Chord G#4 F#5 F4 G#3 B3 C#3>,"[0, 1, 3, 6, 8]","[5, 6, 8, 11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,71,1.5
140.75,<music21.chord.Chord F5 G#4 C#3 F4 G#3 B3>,"[0, 3, 6, 8]","[5, 8, 11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,71,1.75
141.0,<music21.chord.Chord C#5 F#4 E-4 C#3 G#3 B3>,"[0, 2, 4, 7, 9]","[11, 1, 3, 6, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,71,2.0
141.5,<music21.chord.Chord F4 C#5 C#4 C#3 G#3 B3>,"[0, 3, 6, 8]","[5, 8, 11, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,71,2.5
142.0,<music21.chord.Chord G#4 E-4 B3 F#3>,"[0, 3, 5, 8]","[3, 6, 8, 11]",Children's Corner 113 6 Eb Major.mid,Debussy,72,1.0
142.25,<music21.chord.Chord B4 E-4 B3 F#3>,"[0, 4, 7]","[11, 3, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,72,1.25
142.5,<music21.chord.Chord C#4 B4 F3 B3>,"[0, 2, 6]","[11, 1, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,72,1.5
142.75,<music21.chord.Chord B-4 C#4 B3 F3>,"[0, 1, 3, 7]","[10, 11, 1, 5]",Children's Corner 113 6 Eb Major.mid,Debussy,72,1.75
143.0,<music21.chord.Chord B3 C#4 E-3>,"[0, 2, 4]","[11, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,72,2.0
143.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,72,2.5
144.0,<music21.chord.Chord B-3 C#4 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,73,1.0
144.5,<music21.chord.Chord C#4 C#3 F#2>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,Debussy,73,1.5
145.0,<music21.chord.Chord A3 C#4 C#3 F#2>,"[0, 3, 7]","[6, 9, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,73,2.0
145.5,<music21.chord.Chord A3 C#4 C#3 F#2>,"[0, 3, 7]","[6, 9, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,73,2.5
146.0,<music21.chord.Chord F4 A3 G2 C#3>,"[0, 2, 4, 8]","[5, 7, 9, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,74,1.0
146.5,<music21.chord.Chord A3 F4 C#3 G2>,"[0, 2, 4, 8]","[5, 7, 9, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,74,1.5
147.0,<music21.chord.Chord B-3 F4 C#3 G2>,"[0, 2, 5, 8]","[5, 7, 10, 1]",Children's Corner 113 6 Eb Major.mid,Debussy,74,2.0
147.5,<music21.chord.Chord E4 B-3 C#3 G2>,"[0, 3, 6, 9]","[1, 4, 7, 10]",Children's Corner 113 6 Eb Major.mid,Debussy,74,2.5
148.0,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,75,1.0
148.375,<music21.chord.Chord D5 B3 E-4 G#2 C#3>,"[0, 3, 5, 6, 7]","[8, 11, 1, 2, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,75,1.375
148.5,<music21.chord.Chord B4 E-5 B3 E-4 G#3 F4 G#2 C#3>,"[0, 2, 4, 6, 9]","[11, 1, 3, 5, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,75,1.5
148.625,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,75,1.625
148.875,<music21.chord.Chord C5 B3 E-4 G#2 C#3>,"[0, 3, 4, 5, 7]","[8, 11, 0, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,75,1.875
149.0,<music21.chord.Chord B4 C#5 B3 E-4 G#3 F4 G#2 C#3>,"[0, 2, 4, 6, 9]","[11, 1, 3, 5, 8]",Children's Corner 113 6 Eb Major.mid,Debussy,75,2.0
149.125,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,75,2.125
149.375,<music21.chord.Chord D5 B3 E-4 G#2 C#3>,"[0, 3, 5, 6, 7]","[8, 11, 1, 2, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,75,2.375
149.5,<music21.chord.Chord B4 E-5 B3 E-4 G#3 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,75,2.5
149.625,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,Debussy,75,2.625
